Porosity,Mean,Variance,Skew,Kurtosis,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15
0.17197,0.019623404,6.041581061698206e-05,-0.037840203,-0.801581148,0.0095,0.012,0.0151,0.0175,0.0196,0.0223,0.0243,0.027,0.0302,0.0384,,0.3846248075412586,0.4407722502946853,0.6780068108528853,0.040826521,0.1363679528236389,0.05583842,0.070892691,0.086020998,0.1012445495188236,0.8110066583245993,0.8100298083603382,0.9708189585626126,0.078735111,0.082501566,0.06994661
0.17684,0.020415916,7.707725388043432e-05,-0.072172317,-0.727862083,0.0081,0.0116,0.0156,0.0184,0.0207,0.0232,0.026,0.0287,0.0318,0.0445,,0.3677251741290092,0.450762272,0.5533445101708174,0.041516824,0.1438005888462066,0.056618445,0.071976191,0.087421845,0.1054536858201026,0.8096194759905339,0.9895629096388816,0.8808130844980478,0.077944748,0.087858501,0.081991652
0.167554,0.022121663,8.781219478101783e-05,0.103111212,-0.542788092,0.0101,0.0137,0.017,0.0196,0.0223,0.0248,0.0275,0.0306,0.0342,0.0513,,0.3612922477722168,0.4650854229927063,0.6691543255493044,0.045261364,0.1411464059352875,0.060261364,0.075261364,0.090261364,0.105261364,0.8120301779478789,0.8095522511839867,0.9475985990554094,0.084543739,0.07525828,0.087438102
0.175658,0.020429451,7.954383082588371e-05,0.021374536,-0.690837316,0.0081,0.0117,0.0155,0.0179,0.0204,0.0227,0.0257,0.0288,0.0325,0.0439,,0.3980596530437469,0.4210985153913498,0.5175892369329929,0.040593573,0.139071901,0.055593573,0.086139562,0.1011395619697868,0.1161768765494227,0.8117259173125029,0.9590596349775792,0.977138075,0.071288503,0.061438901,0.075830371
0.172497,0.019002272,6.744355743736685e-05,-0.121589164,-0.872573972,0.007,0.0108,0.0141,0.0165,0.0196,0.0218,0.0243,0.0268,0.0299,0.0365,,0.3904534193128347,0.4309568107128143,0.5165110376358032,0.039423523,0.1158938789367675,0.054423523,0.07020436,0.085570587,0.1006263213783502,0.8862347742490471,0.9888079023480416,0.8197448018550874,0.073312785,0.090385168,0.091063832
0.154399,0.017705073,5.363316109500832e-05,0.025996751,-0.796197863,0.0081,0.0106,0.0132,0.0153,0.0178,0.0197,0.0222,0.0245,0.0275,0.0349,,0.3890889237448573,0.4486049185506999,0.6899163396187127,0.036360904,0.1362230402231216,0.054040272,0.069929904,0.084937038,0.1105262717932462,0.812647641,0.8111504936516285,0.9896134334862232,0.053130573,0.08394303,0.07200414
0.152634,0.01840396,6.732974870065065e-05,-0.019953059,-0.784349816,0.0068,0.0107,0.0133,0.0163,0.0184,0.0209,0.0235,0.0259,0.0292,0.0385,,0.3835650474205613,0.4566236913204193,0.5234581256568431,0.035813449,0.1224876874685287,0.055264906,0.070264906,0.085264906,0.1002649057328701,0.8120270800560713,0.8182170906066895,0.926141463,0.071743168,0.058074198,0.093288618
0.147625,0.018818983,7.162642126659825e-05,0.043096295,-0.676499648,0.0071,0.0106,0.0138,0.0165,0.0187,0.0212,0.0238,0.0265,0.0298,0.0428,,0.3797396419942379,0.4643863543868065,0.5342879909455776,0.03678411,0.1367043262720108,0.055625257,0.071020796,0.086048977,0.1204188968300819,0.8219923962950707,0.8333555893838406,0.9557123878359794,0.06601328,0.094193395,0.085531599
0.152752,0.016949062,5.060718089199751e-05,-0.057291484,-0.815880804,0.0073,0.0106,0.0124,0.0151,0.0177,0.0191,0.0212,0.0235,0.0266,0.0325,,0.415840503,0.4268311485648155,0.6405481502518058,0.036988918,0.1346036010980606,0.051989612,0.072218626,0.087218626,0.1022186256557703,0.8733844941362738,0.8229160279035569,0.9924162006616593,0.058740966,0.062820597,0.071883845
0.148279,0.020587571,8.325161001230283e-05,0.1533381968492841,-0.616252004,0.0082,0.0116,0.0154,0.0179,0.0203,0.0228,0.0256,0.0288,0.0327,0.0437,,0.3540003022551536,0.4917451828718185,0.7021032249346375,0.037865529,0.1352125853300094,0.052977222,0.068077632,0.085461537,0.1004615371033549,0.9953845344007016,0.9914086451113224,0.8613398258894682,0.079433365,0.088920495,0.077070515
0.156451,0.018908945,7.368268426086515e-05,0.093430183,-0.687691756,0.0068,0.011,0.0138,0.0167,0.0186,0.0212,0.0238,0.0264,0.0306,0.0389,,0.377030641,0.4615240633487701,0.5385414034098387,0.037175689,0.1303382370993495,0.052177915,0.068543206,0.083548356,0.1006326962202787,0.9288879978135228,0.9854662168323992,0.8609358872234821,0.055653754,0.064933844,0.064663302
0.152792,0.017128934,5.484454681158832e-05,-0.110079655,-0.850532268,0.0071,0.0105,0.0125,0.0152,0.0172,0.0195,0.022,0.0238,0.027,0.0329,,0.4037241226434708,0.4352748677134514,0.5644701330989599,0.038906405,0.1343491291999816,0.053906405,0.070107518,0.085165515,0.1004431048393249,0.8277717755913735,0.966195417,0.8138508730113507,0.056923747,0.06570204,0.096993105
0.15268,0.017302841,4.988940674539761e-05,-0.01058697,-0.787118463,0.0078,0.011,0.0129,0.0155,0.0173,0.0196,0.0215,0.0238,0.027,0.0334,,0.3876513671129942,0.4522533550858498,0.6937168916255235,0.037290186,0.1458608293533325,0.052290186,0.067352904,0.083826997,0.1001395974397659,0.8187810799449683,0.9873680496871472,0.8101504762649536,0.05688274,0.063381696,0.095323481
0.14881,0.016982666,5.1609385262037835e-05,-0.063795855,-0.826976844,0.0072,0.0105,0.0124,0.0151,0.0176,0.0191,0.0213,0.0238,0.0264,0.032,,0.4089017111063003,0.4360660389065742,0.6451568122968078,0.036069628,0.1458869338035583,0.056395402,0.072996928,0.089485093,0.1059941873431205,0.822770664,0.9960922852873804,0.8115578590154648,0.067338701,0.074614929,0.09656693
0.151141,0.018523078,5.67780554061874e-05,-0.056545432,-0.830255466,0.0084,0.0112,0.0138,0.0167,0.0186,0.0208,0.0231,0.0258,0.0285,0.0352,,0.3748540098965168,0.4678563192486763,0.6852587163358926,0.038889643,0.1309194176644086,0.053889643,0.082461553,0.097645239,0.1136941276166253,0.8071342399477959,0.9943501641392708,0.8156561238110066,0.072417278,0.071381864,0.059542452
0.203135,0.021979706,8.668234158779881e-05,0.024978297,-0.618939505,0.0094,0.013,0.0162,0.0192,0.0221,0.025,0.0277,0.0303,0.0339,0.0476,,0.3761434409022331,0.4164322853088379,0.5314358355045319,0.035969908,0.1186495387554168,0.058649539,0.073649539,0.088649539,0.1036495387554168,0.8506903574839234,0.9537112280189992,0.8752724884793163,0.066723891,0.070619167,0.081377386
0.197966,0.024096285,9.417210208361763e-05,0.051186978,-0.689516319,0.0107,0.0149,0.0182,0.0216,0.0241,0.0268,0.0295,0.0327,0.0374,0.0461,,0.3508494040369987,0.4445725530385971,0.6598315671041608,0.040284679,0.1403034615516662,0.055284679,0.071067029,0.1006031978845596,0.1156031978845596,0.9947900072604418,0.9485448621571064,0.8026266091287136,0.071680931,0.089942567,0.096708908
0.179376,0.02190627,8.899764197191802e-05,-0.074682117,-0.779438998,0.0086,0.013,0.0165,0.0191,0.0221,0.0251,0.0277,0.0305,0.0345,0.0431,,0.3941842764616012,0.4201439172029495,0.5098356504768133,0.037081634,0.1304536562412977,0.070453656,0.085453656,0.1004536562412977,0.1154536562412977,0.8222511774957181,0.974198074,0.8237203205049038,0.054616521,0.090609033,0.078904748
0.195916,0.023516786,9.02399469191978e-05,0.099312765,-0.646760081,0.0106,0.0146,0.0177,0.0211,0.0234,0.0259,0.0285,0.032,0.0367,0.046,,0.3559487801790237,0.4420366428792476,0.6654882938146591,0.040861994,0.1158619937300682,0.055861994,0.070861994,0.085861994,0.1008619937300682,0.817672344,0.9862350266635418,0.9692483688116074,0.065865972,0.084230029,0.097013543
0.20268,0.022582262,7.752573022543229e-05,0.052248932,-0.580123701,0.0104,0.0143,0.0179,0.0202,0.0224,0.0249,0.0277,0.0307,0.0339,0.0451,,0.3717999628186226,0.4198411345481873,0.6616021727219223,0.036250763,0.1421753585338592,0.052140785,0.082374098,0.098266075,0.1141500742526724,0.8115118946909905,0.858137044,0.9769842103362084,0.058174295,0.072516379,0.075526135
0.201558,0.022996902,8.684459176594711e-05,-0.044041321,-0.72209504,0.0101,0.0138,0.0172,0.0204,0.0233,0.0262,0.0289,0.0317,0.0351,0.0476,,0.3691746774315834,0.4235421180725098,0.5948646584004164,0.043955174,0.1189551741629839,0.058955174,0.073955174,0.088955174,0.1039551741629838,0.8273854208230973,0.8221783124923706,0.9414929191172124,0.079206939,0.070438274,0.091614917
0.190738,0.020098736,6.907358430311598e-05,-0.08269224,-0.77017869,0.008,0.0125,0.015,0.0178,0.0207,0.0228,0.0252,0.0279,0.0309,0.0412,,0.3852524280664511,0.4191121876239776,0.5836226515978574,0.03731924,0.1148007559776306,0.054800756,0.069800756,0.084800756,0.099800756,0.8211596174448729,0.984716074,0.9223606645330787,0.056820996,0.067787627,0.071915806
0.203631,0.0235264,0.000102947,-0.007681853,-0.713737321,0.0099,0.0139,0.0175,0.0207,0.0237,0.0264,0.0293,0.0328,0.037,0.0492,,0.3611566263437271,0.4289383843541146,0.5249903346419335,0.040677109,0.1227854943275451,0.057454376,0.077584783,0.092585214,0.107730522,0.8166776828974486,0.966493154,0.981685952,0.067018526,0.077155976,0.096077755
0.202986,0.022648035,7.485836796855222e-05,-0.04846431,-0.765832248,0.0106,0.0146,0.0173,0.02,0.0232,0.0254,0.0279,0.0309,0.0342,0.0425,,0.3650992774963379,0.4283143043518067,0.6585553115084767,0.043564997,0.1185649970173835,0.058564997,0.073564997,0.088564997,0.1035649970173835,0.8334094739973545,0.8094619868576527,0.9870119106829168,0.080258117,0.074830765,0.089537306
0.202095,0.020857646,7.700799750524223e-05,-0.116771345,-0.794565114,0.0082,0.0125,0.0158,0.0187,0.0211,0.0237,0.0264,0.029,0.0326,0.0401,,0.3731724731624126,0.4187982171773911,0.5091674215525388,0.037182074,0.120249256,0.052188826,0.067604885,0.082656687,0.10111137,0.8611333180010319,0.9842157352626324,0.9457241986006498,0.068280292,0.080585966,0.085099778
0.168341,0.020588575,7.944239033072445e-05,-0.128684606,-0.852491615,0.0077,0.0122,0.0153,0.0185,0.021,0.0235,0.0264,0.0289,0.0322,0.0403,,0.4083343750238418,0.4203810662031174,0.5072943970531225,0.036314678,0.1234509170055389,0.063450917,0.078450917,0.093450917,0.1084509170055389,0.8339441105484963,0.9381435017973184,0.9928936863839628,0.068332513,0.087212509,0.086930505
0.16945,0.02252967,8.749192309013606e-05,0.075783302,-0.689634257,0.0097,0.0136,0.0167,0.0202,0.0226,0.0251,0.0279,0.0309,0.0351,0.046,,0.360169826,0.4619661770761013,0.6883392838418484,0.04112347,0.1381178539991379,0.05612347,0.071137948,0.086164161,0.1231178539991379,0.9773717292934656,0.8811092154994608,0.901098948,0.075195752,0.09201086,0.096045191
0.166913,0.026969266,0.000108771,0.034411219,-0.726316515,0.0131,0.0173,0.0206,0.0237,0.0268,0.0296,0.0327,0.0366,0.0412,0.0502,,0.4027927219867706,0.4134602546691894,0.7199863463647663,0.049592967,0.1471864950656891,0.064592967,0.079592967,0.117186495,0.132186495,0.8157040929496289,0.840368173,0.8472954880654813,0.07241929,0.060850206,0.098525731
0.163058,0.023127858,9.231919177325962e-05,-0.049770414,-0.741003191,0.0097,0.0139,0.0181,0.0207,0.0232,0.026,0.0289,0.032,0.036,0.0453,,0.3653701198101043,0.4593335598707199,0.642946544,0.036444383,0.1341601201891899,0.071220924,0.086220924,0.101220924,0.1162480538889765,0.8320183835536241,0.9513107590436936,0.8134056785643101,0.084580983,0.089802041,0.091078366
0.165216,0.022912848,0.000116726,0.2532528676356331,-0.408144505,0.0089,0.0126,0.0164,0.0193,0.0223,0.0254,0.0287,0.0327,0.0374,0.054,,0.3617691257596016,0.4687425494194031,0.5414024980545044,0.040553358,0.1256309822201728,0.055556111,0.070575046,0.093976084,0.1106053083129227,0.9703542477488518,0.9836846887767314,0.9005800318978727,0.065141412,0.077513043,0.079444614
0.16947,0.024566391,0.000119511,-0.006091054,-0.82881731,0.0099,0.0141,0.0177,0.021,0.0245,0.0279,0.0313,0.0352,0.0393,0.0488,,0.3665399876236915,0.4559637196362018,0.5459165814489126,0.036084,0.1301936315186321,0.06980564,0.08480564,0.09980564,0.1151621954362839,0.8464510325461626,0.8881112574435771,0.8546421729803085,0.084965292,0.081147506,0.075342662
0.171622,0.02221727,8.82169068303304e-05,-0.09536964,-0.803259149,0.0091,0.0128,0.0173,0.0199,0.0224,0.0251,0.0281,0.0312,0.0344,0.045,,0.4109931662678718,0.4105606555938721,0.5696828949987889,0.035480917,0.1249990212917327,0.06383208,0.079999021,0.094999021,0.1099990212917328,0.8451299484997988,0.8468404152154922,0.8086972140610218,0.056453284,0.067687936,0.098980759
0.169365,0.022266736,8.983297645867472e-05,-0.103111214,-0.788547452,0.0087,0.0136,0.0167,0.0195,0.0231,0.0254,0.028,0.0312,0.0346,0.0424,,0.3663878563046455,0.4581798009574413,0.5520328596174717,0.042496435,0.1334672486782074,0.070965698,0.086152309,0.1012157590553164,0.116570165,0.8186682273209095,0.8164635189473629,0.9747882785737516,0.060822173,0.092627828,0.071985315
0.173234,0.023771218,9.323650489520556e-05,0.2127241628123768,-0.387726804,0.0113,0.015,0.018,0.0208,0.0232,0.0261,0.0287,0.032,0.0365,0.0496,,0.3520080190896988,0.4664576724171638,0.7069697267152368,0.03589323,0.1223628145456314,0.06054954,0.075575099,0.090591281,0.1055982708543539,0.8275276021420956,0.956341612,0.9285627166301011,0.055838277,0.097139471,0.074774973
0.14619,0.022690301,7.266413302334449e-05,-0.038556183,-0.724532467,0.0111,0.0147,0.0174,0.0204,0.0229,0.0251,0.0277,0.031,0.0338,0.0419,,0.3636026978492737,0.4829829841852188,0.7772289924167096,0.047433084,0.1434656250476837,0.062433084,0.077433084,0.092433084,0.1074330835044383,0.8983593227534555,0.9775618271172046,0.8098145588755608,0.075495999,0.080209983,0.097865602
0.151296,0.020949941,5.762253086530218e-05,-0.049660664,-0.542049461,0.0103,0.0139,0.0168,0.0188,0.021,0.0232,0.0255,0.0281,0.0307,0.0437,,0.3728892536461353,0.4687033370137214,0.800945427,0.0407819,0.1356990498304367,0.056866618,0.072295294,0.087745669,0.1094619054615497,0.8145484661132097,0.8105459030866623,0.9830874995410442,0.060585959,0.077476866,0.082865855
0.151426,0.022012391,6.535301965593383e-05,0.007351069,-0.558570063,0.0116,0.0146,0.0171,0.0194,0.0225,0.0243,0.0264,0.0293,0.0331,0.0423,,0.4141470539569855,0.4256715923547745,0.7960377368867397,0.040742793,0.1418564331531524,0.055906713,0.075587524,0.097611512,0.1266746344357729,0.9492751731604336,0.8204984754562378,0.9970628157317638,0.087747508,0.077877933,0.077773035
0.149255,0.021809081,6.629095452595127e-05,0.07710823,-0.46761615,0.0108,0.0144,0.0174,0.0194,0.0217,0.0241,0.0266,0.0292,0.0324,0.0443,,0.3649012818932533,0.4765573054552078,0.8064856422007084,0.038556198,0.1417553925514221,0.054524651,0.081970641,0.097522548,0.1146368716502562,0.835404814,0.8119853567957879,0.9925120264947416,0.080360618,0.091744098,0.078890312
0.146273,0.021050091,5.035886393795462e-05,-0.194552236,-0.459119118,0.0114,0.0148,0.017,0.0197,0.0213,0.0231,0.0254,0.0274,0.0302,0.0372,,0.3695618462562561,0.4784887731075287,0.8677512314289808,0.037644334,0.1374601334333419,0.052900042,0.06791197,0.082946526,0.098060165,0.8591908445179463,0.8099159641981125,0.9790726394832134,0.057357575,0.072975403,0.074824505
0.148033,0.020959303,8.763749505114952e-05,0.011481564,-0.81565035,0.0078,0.0127,0.0153,0.0179,0.021,0.0236,0.0264,0.0302,0.0337,0.0419,,0.4104328313469887,0.4275851026177406,0.5084729379057884,0.035715123,0.146547418,0.075616149,0.090616149,0.1056161493331194,0.1297045788943767,0.8240870835006238,0.9475587456792594,0.8059805787861347,0.05392726,0.093772182,0.075291149
0.142238,0.020135097,5.500076907511617e-05,0.011660392,-0.633756761,0.0105,0.0131,0.0159,0.0179,0.02,0.0225,0.0242,0.0269,0.0303,0.0384,,0.3854476668871939,0.4617043241858482,0.8025835122942925,0.037005685,0.1374506479501724,0.058874679,0.073874679,0.088874679,0.1038746793538332,0.8056825082719327,0.8145033379077912,0.9611931455552578,0.061840151,0.07418567,0.077266818
0.151378,0.024013619,7.29195361294899e-05,-0.054963936,-0.558141983,0.0125,0.0163,0.0189,0.0217,0.0243,0.0265,0.0288,0.0316,0.0355,0.0429,,0.377472741,0.461184212,0.8144126451864838,0.048255984,0.1380785781145095,0.063255984,0.078255984,0.093255984,0.1082559838891029,0.8059435533165932,0.993305399,0.9135878744184972,0.086754664,0.097336712,0.0925103
0.153478,0.022140691,5.809446044747057e-05,-0.174384002,-0.630500647,0.0115,0.0153,0.0176,0.0206,0.0223,0.0244,0.027,0.0293,0.0323,0.0375,,0.4162378185987472,0.420800707,0.7977766197234392,0.045878385,0.1411909997463226,0.060878385,0.075878385,0.091166523,0.119435118,0.9837558945178986,0.8640337924867869,0.8790830539703369,0.085048661,0.086239729,0.082934728
0.148646,0.021309227,6.26901346295033e-05,-0.016869588,-0.677368757,0.0111,0.0138,0.0165,0.0192,0.0213,0.0235,0.0263,0.0288,0.0319,0.0408,,0.378992709,0.4661310106515884,0.7991128162309528,0.037795649,0.1339878356456756,0.058082955,0.073082955,0.1009105430383235,0.1160028843618929,0.8192962295651436,0.8282994235277176,0.9940885350227356,0.063182163,0.074266538,0.069183172
0.153235,0.022942037,7.467235365566497e-05,-0.056775369,-0.764313127,0.0113,0.0148,0.0175,0.0203,0.0234,0.0255,0.0282,0.0311,0.0346,0.0423,,0.4083745962381363,0.4300989463925362,0.7255825233100215,0.045941447,0.1385343933105468,0.069136013,0.086004092,0.1012542959544807,0.1162542959544807,0.8130606618702412,0.9795981841266156,0.9874640242636205,0.078442528,0.077464955,0.096496486
0.135364,0.020668671,9.132188219186448e-05,0.1608553566392996,-0.616328215,0.0081,0.0117,0.0147,0.0175,0.0205,0.0232,0.026,0.0291,0.0338,0.047,,0.3620869672298431,0.4882210344076156,0.5852515031576156,0.037559888,0.1388991731405258,0.053959636,0.092597058,0.1082238242283463,0.123575818,0.8177260988473892,0.8127154861688615,0.8897117833442987,0.062855213,0.089145978,0.08148781
0.163639,0.02211733,9.916274877123268e-05,0.098883036,-0.603011371,0.0093,0.0132,0.0164,0.0193,0.0221,0.0248,0.0278,0.031,0.0354,0.0508,,0.392536733,0.4358118638396263,0.5210127776920795,0.043398335,0.1396551597118377,0.058432479,0.076263693,0.091402431,0.1169322379499673,0.8632821140572429,0.8443017779290676,0.8155848543524743,0.067318214,0.090545594,0.076275216
0.152696,0.020423237,8.784142677557323e-05,0.1812162882080961,-0.545953379,0.008,0.0115,0.0147,0.0174,0.0206,0.0228,0.0254,0.0285,0.0333,0.046,,0.3533550626039505,0.4836484402418136,0.6182365815237164,0.03877662,0.1330332481861114,0.055762127,0.071150224,0.098882375,0.1139137416974641,0.8388569082289934,0.9228901108652352,0.8174782794475556,0.062421117,0.079506947,0.069767511
0.16159,0.024186411,8.168870709868418e-05,0.0330195,-0.550348926,0.012,0.0156,0.0186,0.0214,0.0241,0.027,0.0297,0.0326,0.036,0.0486,,0.3573590031266213,0.4756286978721619,0.7703682139478624,0.039814657,0.1305337264761328,0.065943355,0.082843781,0.099149891,0.1141574497985653,0.8560735342904926,0.8192839055001736,0.9778297796785832,0.066631501,0.077876039,0.091978428
0.163857,0.022646801,7.24224515215083e-05,0.033062506,-0.557069951,0.0111,0.0143,0.0172,0.02,0.0227,0.0255,0.0279,0.0303,0.0336,0.0476,,0.4034855803847313,0.4237484157085419,0.7470227264754474,0.03806261,0.1414474415779114,0.053588979,0.094913832,0.1104265820398926,0.1259361704707145,0.9041469771815464,0.8160037300109864,0.9723952765464784,0.054717665,0.080006207,0.082355178
0.162718,0.024617555,9.597730115363002e-05,0.1945503790954856,-0.319038278,0.0118,0.0158,0.0189,0.0217,0.0245,0.0273,0.0301,0.0333,0.0372,0.053,,0.3588346773386002,0.4704941108822822,0.7394193843103946,0.046742077,0.1433504736423492,0.063376383,0.082851838,0.1132844950303435,0.1283426602393388,0.8374170438617468,0.8251417679131031,0.989191682,0.066026592,0.076987418,0.070116659
0.161858,0.020532514,8.008238567538685e-05,0.001591366,-0.717708703,0.0078,0.0125,0.0151,0.0179,0.0209,0.0229,0.0258,0.029,0.0323,0.0412,,0.4091832575201988,0.420128983,0.5468891989678144,0.03959944,0.132656623,0.055701174,0.082239952,0.1025686052918434,0.1176452491879463,0.9231097787372768,0.9291454721480608,0.834524792,0.061057948,0.081102146,0.071600809
0.151022,0.02236942,9.43844756143948e-05,-0.027913694,-0.695495915,0.0089,0.0128,0.0174,0.0199,0.0223,0.0251,0.0285,0.0315,0.0349,0.0448,,0.4095100590586662,0.4313635468482971,0.5181022962927818,0.043925698,0.143158312,0.081666989,0.098127279,0.1131351147010922,0.1281404917448759,0.8565523849591613,0.8398141183435917,0.9883044012784958,0.073717822,0.068569975,0.084944729
0.177027,0.023393304,7.255420211620357e-05,-0.090656155,-0.727922455,0.0124,0.0153,0.0181,0.0213,0.0236,0.0259,0.0287,0.0316,0.0344,0.042,,0.3940386268496513,0.4210625112056732,0.7281135192027781,0.039752758,0.1444383251667022,0.055458397,0.0972968,0.1130116245344281,0.1286946692347526,0.8527233638763428,0.8368940414845943,0.9919414301931858,0.065075157,0.087403933,0.094968913
0.16135,0.02240214,7.698352065450045e-05,-0.001221149,-0.799530411,0.011,0.0139,0.0169,0.02,0.0223,0.0251,0.028,0.0304,0.0345,0.0407,,0.400563635,0.4266816705465317,0.6916322311453521,0.039288496,0.1439621973037719,0.063770117,0.096847299,0.1125589188948273,0.1282602266490459,0.8839836196772755,0.8146190756022931,0.9825712321341038,0.070365252,0.089263101,0.081177584
0.15807,0.022623014,9.357588208013258e-05,0.1973711893466697,-0.660478898,0.0101,0.0133,0.0164,0.019,0.022,0.025,0.0286,0.032,0.0359,0.0482,,0.3653082463145256,0.4689937144517898,0.7259792230867083,0.0381951,0.1425199210643768,0.053844421,0.092152185,0.1110719973906874,0.1268170161664485,0.8751418536901474,0.8181183411121369,0.9719559591948986,0.068151878,0.084437182,0.069782808
0.142722,0.021237594,8.722299439441e-05,0.084228619,-0.624298215,0.0085,0.0121,0.0155,0.0186,0.0216,0.024,0.0267,0.0297,0.0333,0.046,,0.3632935202121735,0.4866761624813079,0.6945834080345928,0.041480191,0.1213636720180511,0.056480191,0.0761957,0.091313868,0.1063303124040365,0.9082797342687844,0.9833565003335476,0.9840817468941212,0.065151303,0.056166497,0.097708309
0.145779,0.022178835,0.000102392,0.1381906325633952,-0.570843362,0.0091,0.0129,0.0163,0.0191,0.0219,0.0245,0.0277,0.0311,0.0357,0.0499,,0.3846055696997791,0.4617393568158149,0.5146668812692166,0.046573457,0.1297090436704457,0.061573457,0.084234873,0.0996531,0.1146993322633206,0.8891988200027496,0.8634993936151266,0.9013509523215704,0.066699022,0.073518259,0.078625527
0.136751,0.02048653,8.136827160988402e-05,-0.007941069,-0.708985125,0.0078,0.0119,0.0153,0.0178,0.0205,0.0234,0.026,0.0287,0.0324,0.0427,,0.4036789843440056,0.4462601784616709,0.5700875581383705,0.042958216,0.1369939070940017,0.057961471,0.07698681,0.099958806,0.1177387897789478,0.8623622576385737,0.8822698912397027,0.8833011114776135,0.074018101,0.082578757,0.078953361
0.141202,0.020970526,9.62255871306973e-05,0.2785072376565757,-0.306568855,0.0086,0.0122,0.0152,0.018,0.0206,0.023,0.0259,0.0293,0.034,0.0499,,0.3720872054994106,0.4757439643144607,0.5694758994966745,0.0411479,0.1401184952259064,0.05744743,0.074339137,0.093851662,0.1089634336799383,0.8681425543874502,0.8555365247160196,0.8897724820695818,0.069026845,0.079960929,0.062580774
0.123091,0.021698959,9.791055330224192e-05,0.070145048,-0.724593431,0.0082,0.0121,0.016,0.0188,0.0216,0.0245,0.0276,0.0308,0.035,0.0443,,0.3804100099951029,0.4899791270494461,0.554401454,0.047390603,0.1362545031309127,0.062390603,0.077390603,0.093276189,0.1085952604398131,0.8767350651912391,0.8653122244983912,0.8440498367905617,0.055041815,0.091994266,0.076719295
0.141804,0.020762976,8.349066296957816e-05,-0.022640474,-0.757763983,0.0079,0.0119,0.0154,0.018,0.0208,0.0237,0.0264,0.0291,0.033,0.0426,,0.4077551478147507,0.4398837380111217,0.5493893883436918,0.045937881,0.1370726174116134,0.060944146,0.079307485,0.099798336,0.1163341870144009,0.8911421022143216,0.9332760609686376,0.957305885,0.083558122,0.080363959,0.084646093
0.138304,0.023603049,0.000103434,0.1020326772552075,-0.593372419,0.0104,0.0143,0.0178,0.0207,0.0235,0.0265,0.0294,0.0327,0.0371,0.0509,,0.3635671454668045,0.4952032625675201,0.6986959962118416,0.044048815,0.1434971213340759,0.080288495,0.095421705,0.110568422,0.1257235759288072,0.826057527,0.8156394930005074,0.9819232868254184,0.070509215,0.08931663,0.079827268
0.141601,0.020254891,7.136521461590468e-05,0.009838185,-0.676626408,0.0084,0.0122,0.0153,0.0178,0.0202,0.023,0.0255,0.0279,0.0313,0.0429,,0.4178216645121574,0.4336186751723289,0.6672583499461412,0.04374757,0.1355431509017944,0.058749576,0.074227328,0.089244971,0.1165122462652623,0.8666992287218571,0.8597855486214161,0.849641807,0.07356332,0.083321062,0.074772491
0.193187,0.022105741,9.855301321112426e-05,0.1559960294284192,-0.427435944,0.0093,0.0131,0.0165,0.0192,0.0219,0.0246,0.0276,0.0306,0.0345,0.0502,,0.3583550414443016,0.4395440310239792,0.528558203,0.037425903,0.1201304900646209,0.052425903,0.07513049,0.09013049,0.1051304900646209,0.8129146379739046,0.8207312548816205,0.894522878,0.06361788,0.095915734,0.097404237
0.196444,0.025052699,7.00942388106478e-05,-0.205057378,-0.558396116,0.0134,0.0177,0.0203,0.023,0.0257,0.028,0.0303,0.0327,0.0361,0.0443,,0.3756606851518154,0.422223037,0.7632121569648385,0.043636232,0.1318593291938305,0.058636299,0.073640528,0.1006584482241422,0.1156584482241422,0.8294315307021142,0.9814935980260372,0.8454029621005059,0.08575199,0.092646019,0.082869426
0.18734,0.025936994,8.630287096848217e-05,-0.053714915,-0.591205977,0.0135,0.0174,0.0205,0.0231,0.0258,0.0285,0.0313,0.0346,0.0384,0.0498,,0.3659285855293274,0.4354197680950165,0.7506582248657941,0.036960672,0.1468300831317901,0.064916235,0.081616041,0.09812893,0.1146756516471505,0.8050160445094109,0.9828129672527314,0.8658999934703112,0.077166825,0.084749199,0.074280677
0.189401,0.026777478,8.601789747298283e-05,-0.110691147,-0.603655459,0.0138,0.018,0.0215,0.0243,0.0273,0.0299,0.0322,0.0352,0.0392,0.0478,,0.399134496,0.4029050469398498,0.751318307,0.043369892,0.131738764,0.059694469,0.074694469,0.101738764,0.116738764,0.9880814629763364,0.9407433543622494,0.9867989002108576,0.084663737,0.089175811,0.093783781
0.185597,0.024903868,7.719553009773312e-05,-0.123310209,-0.66574065,0.0125,0.0172,0.0198,0.0226,0.0254,0.0279,0.0303,0.0328,0.0365,0.0443,,0.3853539276821539,0.4237849086523056,0.727980814,0.04695609,0.1284644821286201,0.068289527,0.083289527,0.098289527,0.1133638607136905,0.8193941229462623,0.8329672485411167,0.9901922589123248,0.081990445,0.087094856,0.089221404
0.189578,0.024144853,6.155931228459189e-05,-0.282488937,-0.210143288,0.0134,0.017,0.0205,0.0226,0.0246,0.0267,0.0287,0.0308,0.034,0.0459,,0.3604360699653625,0.4474097602069378,0.8499171985566616,0.03682343,0.1273858466744423,0.05182343,0.074169936,0.092530483,0.1075304828964173,0.995740417,0.8231218691527844,0.8033736076116562,0.053226958,0.057173298,0.071637549
